Relative increase,Gradient Boosting,Linear Regression
MAE_LR,238.59927698936227,0.025853577192174272
MSE_LR,63165.68940879246,0.0013342859305498084
RMSE_LR,251.32785243341507,0.03652787881262486
cvRMSE_LR,0.03756225936101456,5.459282147135004e-06
